n_rep,minimum,p01,p25,p50,p75,p99,maximum,std
8345,-0.48043082623609035,-0.11194373885386943,-0.011095156523910302,0.003502481918666076,0.01898193711414039,0.1349014472207772,2.5240455110404905,0.07828709899102056
