,count,mean,std,min,25%,50%,75%,max,lag1_autocorr
Liquidity,180.0,-2.427678715473376e-05,0.005303143656257241,-0.030663986747068023,-0.002593464681749684,0.0008446547975302643,0.002835496996022642,0.01587248379065053,0.16874376164751614
