month,Liquidity,Liquidity_raw,label
1998-09-30,-0.01610724298513548,-0.01610724298513548,crisis
2001-01-31,-0.011643851475545919,-0.011643851475545919,crisis
2007-08-31,-0.012324799636673593,-0.012324799636673593,crisis
2008-04-30,-0.012485499548893692,-0.012485499548893692,most_negative
2008-08-31,-0.012696213033009864,-0.012696213033009864,most_negative
2008-09-30,-0.030663986747068023,-0.030663986747068023,crisis
2008-10-31,-0.019901344576239807,-0.019901344576239807,most_negative
