return_excess_mode,style_mapping_variant,liquidity_variant,term_credit_source,tstat_type,status,term_credit_source_used,is_paper_faithful,is_diagnostic,is_allowed_main,tier,coef_mae_all,tstat_mae_all,r2_mae,liq_coef_mae,liq_tstat_mae,liq_sign_match_rate,liq_sig_match_rate
subtract_ff_rf,strict_11_only,ar3_resid,fred_daily_eom,ols,skipped_no_term_credit,,,,,,,,,,,,
subtract_ff_rf,strict_11_only,ar3_resid,fred_daily_eom,hac_3,skipped_no_term_credit,,,,,,,,,,,,
subtract_ff_rf,strict_11_only,ar3_resid,fred_daily_eom,hac_6,skipped_no_term_credit,,,,,,,,,,,,
subtract_ff_rf,expanded_alias_map,as_is,fred_monthly_average,ols,ok,fred_monthly_average,False,False,True,tier1_allowed,0.05253334953084138,1.1586204697234481,0.09436522161395482,0.2543405074550073,1.0900313132167525,1.0,0.9090909090909091
subtract_ff_rf,expanded_alias_map,as_is,fred_monthly_average,hac_3,ok,fred_monthly_average,False,False,True,tier1_allowed,0.05253334953084138,1.5344646260305643,0.09436522161395482,0.2543405074550073,1.9476405933925458,1.0,0.5454545454545454
subtract_ff_rf,expanded_alias_map,as_is,fred_monthly_average,hac_6,ok,fred_monthly_average,False,False,True,tier1_allowed,0.05253334953084138,1.5637695006066554,0.09436522161395482,0.2543405074550073,1.8052721500096949,1.0,0.6363636363636364
subtract_ff_rf,expanded_alias_map,as_is,fred_daily_eom,ols,skipped_no_term_credit,,,,,,,,,,,,
subtract_ff_rf,expanded_alias_map,as_is,fred_daily_eom,hac_3,skipped_no_term_credit,,,,,,,,,,,,
subtract_ff_rf,expanded_alias_map,as_is,fred_daily_eom,hac_6,skipped_no_term_credit,,,,,,,,,,,,
subtract_ff_rf,expanded_alias_map,flipped,fred_monthly_average,ols,ok,fred_monthly_average,False,True,False,diagnostic_only,0.22925271031459554,1.9386916063659507,0.09436522161395482,1.314656672157532,5.770458133071769,0.0,0.9090909090909091
subtract_ff_rf,expanded_alias_map,flipped,fred_monthly_average,hac_3,ok,fred_monthly_average,False,True,False,diagnostic_only,0.22925271031459554,2.0211601858088066,0.09436522161395482,1.314656672157532,4.867813952062,0.0,0.5454545454545454
subtract_ff_rf,expanded_alias_map,flipped,fred_monthly_average,hac_6,ok,fred_monthly_average,False,True,False,diagnostic_only,0.22925271031459554,2.0979212081791805,0.09436522161395482,1.314656672157532,5.01018239544485,0.0,0.6363636363636364
subtract_ff_rf,expanded_alias_map,flipped,fred_daily_eom,ols,skipped_no_term_credit,,,,,,,,,,,,
subtract_ff_rf,expanded_alias_map,flipped,fred_daily_eom,hac_3,skipped_no_term_credit,,,,,,,,,,,,
subtract_ff_rf,expanded_alias_map,flipped,fred_daily_eom,hac_6,skipped_no_term_credit,,,,,,,,,,,,
subtract_ff_rf,expanded_alias_map,ar3_resid,fred_monthly_average,ols,ok,fred_monthly_average,False,True,False,diagnostic_only,0.057029740973046444,1.1720684321134198,0.09553780019716603,0.28152888237818685,1.2422738312305208,1.0,0.8181818181818182
subtract_ff_rf,expanded_alias_map,ar3_resid,fred_monthly_average,hac_3,ok,fred_monthly_average,False,True,False,diagnostic_only,0.057029740973046444,1.5411742573111025,0.09553780019716603,0.28152888237818685,2.053177782644495,1.0,0.4090909090909091
subtract_ff_rf,expanded_alias_map,ar3_resid,fred_monthly_average,hac_6,ok,fred_monthly_average,False,True,False,diagnostic_only,0.057029740973046444,1.5680116115024312,0.09553780019716603,0.28152888237818685,1.905101081188114,1.0,0.5454545454545454
subtract_ff_rf,expanded_alias_map,ar3_resid,fred_daily_eom,ols,skipped_no_term_credit,,,,,,,,,,,,
subtract_ff_rf,expanded_alias_map,ar3_resid,fred_daily_eom,hac_3,skipped_no_term_credit,,,,,,,,,,,,
subtract_ff_rf,expanded_alias_map,ar3_resid,fred_daily_eom,hac_6,skipped_no_term_credit,,,,,,,,,,,,
as_reported,strict_11_only,as_is,fred_monthly_average,ols,ok,fred_monthly_average,False,False,True,tier1_allowed,0.05621660373876234,1.4941504456425518,0.09516449682947425,0.2741777762659008,1.2181309112717988,1.0,0.7727272727272727
as_reported,strict_11_only,as_is,fred_monthly_average,hac_3,ok,fred_monthly_average,False,False,True,tier1_allowed,0.05621660373876234,1.7599060840741392,0.09516449682947425,0.2741777762659008,2.069824657657762,1.0,0.45454545454545453
as_reported,strict_11_only,as_is,fred_monthly_average,hac_6,ok,fred_monthly_average,False,False,True,tier1_allowed,0.05621660373876234,1.7127661001505565,0.09516449682947425,0.2741777762659008,1.9266857768448957,1.0,0.5909090909090909
as_reported,strict_11_only,as_is,fred_daily_eom,ols,skipped_no_term_credit,,,,,,,,,,,,
as_reported,strict_11_only,as_is,fred_daily_eom,hac_3,skipped_no_term_credit,,,,,,,,,,,,
as_reported,strict_11_only,as_is,fred_daily_eom,hac_6,skipped_no_term_credit,,,,,,,,,,,,
as_reported,strict_11_only,flipped,fred_monthly_average,ols,ok,fred_monthly_average,False,True,False,diagnostic_only,0.22605941355544482,2.227422384653492,0.09516449682947425,1.2932346351659958,5.617762545337441,0.0,0.7727272727272727
as_reported,strict_11_only,flipped,fred_monthly_average,hac_3,ok,fred_monthly_average,False,True,False,diagnostic_only,0.22605941355544482,2.2069309844029767,0.09516449682947425,1.2932346351659958,4.751974059630787,0.0,0.45454545454545453
as_reported,strict_11_only,flipped,fred_monthly_average,hac_6,ok,fred_monthly_average,False,True,False,diagnostic_only,0.22605941355544482,2.207053318006747,0.09516449682947425,1.2932346351659958,4.892409083982037,0.0,0.5909090909090909
as_reported,strict_11_only,flipped,fred_daily_eom,ols,skipped_no_term_credit,,,,,,,,,,,,
as_reported,strict_11_only,flipped,fred_daily_eom,hac_3,skipped_no_term_credit,,,,,,,,,,,,
as_reported,strict_11_only,flipped,fred_daily_eom,hac_6,skipped_no_term_credit,,,,,,,,,,,,
as_reported,strict_11_only,ar3_resid,fred_monthly_average,ols,ok,fred_monthly_average,False,True,False,diagnostic_only,0.0614705620893622,1.5074522247865947,0.09724742494763554,0.30561135217078583,1.4001303064357309,1.0,0.6818181818181818
as_reported,strict_11_only,ar3_resid,fred_monthly_average,hac_3,ok,fred_monthly_average,False,True,False,diagnostic_only,0.0614705620893622,1.761657552964263,0.09724742494763554,0.30561135217078583,2.168781068329023,1.0,0.36363636363636365
as_reported,strict_11_only,ar3_resid,fred_monthly_average,hac_6,ok,fred_monthly_average,False,True,False,diagnostic_only,0.0614705620893622,1.712507239758459,0.09724742494763554,0.30561135217078583,2.0193871490899005,1.0,0.4090909090909091
as_reported,strict_11_only,ar3_resid,fred_daily_eom,ols,skipped_no_term_credit,,,,,,,,,,,,
as_reported,strict_11_only,ar3_resid,fred_daily_eom,hac_3,skipped_no_term_credit,,,,,,,,,,,,
as_reported,strict_11_only,ar3_resid,fred_daily_eom,hac_6,skipped_no_term_credit,,,,,,,,,,,,
as_reported,expanded_alias_map,as_is,fred_monthly_average,ols,ok,fred_monthly_average,False,False,True,tier1_allowed,0.05621660373876234,1.4941504456425518,0.09516449682947425,0.2741777762659008,1.2181309112717988,1.0,0.7727272727272727
as_reported,expanded_alias_map,as_is,fred_monthly_average,hac_3,ok,fred_monthly_average,False,False,True,tier1_allowed,0.05621660373876234,1.7599060840741392,0.09516449682947425,0.2741777762659008,2.069824657657762,1.0,0.45454545454545453
as_reported,expanded_alias_map,as_is,fred_monthly_average,hac_6,ok,fred_monthly_average,False,False,True,tier1_allowed,0.05621660373876234,1.7127661001505565,0.09516449682947425,0.2741777762659008,1.9266857768448957,1.0,0.5909090909090909
as_reported,expanded_alias_map,as_is,fred_daily_eom,ols,skipped_no_term_credit,,,,,,,,,,,,
as_reported,expanded_alias_map,as_is,fred_daily_eom,hac_3,skipped_no_term_credit,,,,,,,,,,,,
as_reported,expanded_alias_map,as_is,fred_daily_eom,hac_6,skipped_no_term_credit,,,,,,,,,,,,
as_reported,expanded_alias_map,flipped,fred_monthly_average,ols,ok,fred_monthly_average,False,True,False,diagnostic_only,0.22605941355544482,2.227422384653492,0.09516449682947425,1.2932346351659958,5.617762545337441,0.0,0.7727272727272727
as_reported,expanded_alias_map,flipped,fred_monthly_average,hac_3,ok,fred_monthly_average,False,True,False,diagnostic_only,0.22605941355544482,2.2069309844029767,0.09516449682947425,1.2932346351659958,4.751974059630787,0.0,0.45454545454545453
as_reported,expanded_alias_map,flipped,fred_monthly_average,hac_6,ok,fred_monthly_average,False,True,False,diagnostic_only,0.22605941355544482,2.207053318006747,0.09516449682947425,1.2932346351659958,4.892409083982037,0.0,0.5909090909090909
as_reported,expanded_alias_map,flipped,fred_daily_eom,ols,skipped_no_term_credit,,,,,,,,,,,,
as_reported,expanded_alias_map,flipped,fred_daily_eom,hac_3,skipped_no_term_credit,,,,,,,,,,,,
as_reported,expanded_alias_map,flipped,fred_daily_eom,hac_6,skipped_no_term_credit,,,,,,,,,,,,
as_reported,expanded_alias_map,ar3_resid,fred_monthly_average,ols,ok,fred_monthly_average,False,True,False,diagnostic_only,0.0614705620893622,1.5074522247865947,0.09724742494763554,0.30561135217078583,1.4001303064357309,1.0,0.6818181818181818
as_reported,expanded_alias_map,ar3_resid,fred_monthly_average,hac_3,ok,fred_monthly_average,False,True,False,diagnostic_only,0.0614705620893622,1.761657552964263,0.09724742494763554,0.30561135217078583,2.168781068329023,1.0,0.36363636363636365
as_reported,expanded_alias_map,ar3_resid,fred_monthly_average,hac_6,ok,fred_monthly_average,False,True,False,diagnostic_only,0.0614705620893622,1.712507239758459,0.09724742494763554,0.30561135217078583,2.0193871490899005,1.0,0.4090909090909091
as_reported,expanded_alias_map,ar3_resid,fred_daily_eom,ols,skipped_no_term_credit,,,,,,,,,,,,
as_reported,expanded_alias_map,ar3_resid,fred_daily_eom,hac_3,skipped_no_term_credit,,,,,,,,,,,,
as_reported,expanded_alias_map,ar3_resid,fred_daily_eom,hac_6,skipped_no_term_credit,,,,,,,,,,,,
