return_excess_mode,style_mapping_variant,liquidity_variant,term_credit_source,tstat_type,status,term_credit_source_used,is_paper_faithful,is_diagnostic,is_allowed_main,tier,coef_mae_all,tstat_mae_all,r2_mae,liq_coef_mae,liq_tstat_mae,liq_sign_match_rate,liq_sig_match_rate
subtract_ff_rf,strict_11_only,as_is,fred_monthly_average,ols,ok,fred_monthly_average,True,False,True,tier1_allowed,0.05253334953084138,1.1586204697234481,0.09436522161395482,0.2543405074550073,1.0900313132167525,1.0,0.9090909090909091
subtract_ff_rf,strict_11_only,as_is,fred_monthly_average,hac_3,ok,fred_monthly_average,False,False,True,tier1_allowed,0.05253334953084138,1.5344646260305643,0.09436522161395482,0.2543405074550073,1.9476405933925458,1.0,0.5454545454545454
subtract_ff_rf,strict_11_only,as_is,fred_monthly_average,hac_6,ok,fred_monthly_average,False,False,True,tier1_allowed,0.05253334953084138,1.5637695006066554,0.09436522161395482,0.2543405074550073,1.8052721500096949,1.0,0.6363636363636364
subtract_ff_rf,strict_11_only,as_is,fred_daily_eom,ols,skipped_no_term_credit,,,,,,,,,,,,
subtract_ff_rf,strict_11_only,as_is,fred_daily_eom,hac_3,skipped_no_term_credit,,,,,,,,,,,,
subtract_ff_rf,strict_11_only,as_is,fred_daily_eom,hac_6,skipped_no_term_credit,,,,,,,,,,,,
subtract_ff_rf,strict_11_only,flipped,fred_monthly_average,ols,ok,fred_monthly_average,False,True,False,diagnostic_only,0.22925271031459554,1.9386916063659507,0.09436522161395482,1.314656672157532,5.770458133071769,0.0,0.9090909090909091
subtract_ff_rf,strict_11_only,flipped,fred_monthly_average,hac_3,ok,fred_monthly_average,False,True,False,diagnostic_only,0.22925271031459554,2.0211601858088066,0.09436522161395482,1.314656672157532,4.867813952062,0.0,0.5454545454545454
subtract_ff_rf,strict_11_only,flipped,fred_monthly_average,hac_6,ok,fred_monthly_average,False,True,False,diagnostic_only,0.22925271031459554,2.0979212081791805,0.09436522161395482,1.314656672157532,5.01018239544485,0.0,0.6363636363636364
subtract_ff_rf,strict_11_only,flipped,fred_daily_eom,ols,skipped_no_term_credit,,,,,,,,,,,,
subtract_ff_rf,strict_11_only,flipped,fred_daily_eom,hac_3,skipped_no_term_credit,,,,,,,,,,,,
subtract_ff_rf,strict_11_only,flipped,fred_daily_eom,hac_6,skipped_no_term_credit,,,,,,,,,,,,
subtract_ff_rf,strict_11_only,ar3_resid,fred_monthly_average,ols,ok,fred_monthly_average,False,True,False,diagnostic_only,0.057029740973046444,1.1720684321134198,0.09553780019716603,0.28152888237818685,1.2422738312305208,1.0,0.8181818181818182
subtract_ff_rf,strict_11_only,ar3_resid,fred_monthly_average,hac_3,ok,fred_monthly_average,False,True,False,diagnostic_only,0.057029740973046444,1.5411742573111025,0.09553780019716603,0.28152888237818685,2.053177782644495,1.0,0.4090909090909091
subtract_ff_rf,strict_11_only,ar3_resid,fred_monthly_average,hac_6,ok,fred_monthly_average,False,True,False,diagnostic_only,0.057029740973046444,1.5680116115024312,0.09553780019716603,0.28152888237818685,1.905101081188114,1.0,0.5454545454545454
